id;group;subgroup;germanName;latinName;habitat;distribution;rarity
vogel_haselhuhn;Vögel;Fasanverwandte;Haselhuhn;Tetrastes bonasia;Wald;Alpen, Bayrischer Wald, Sueddeutschland;
vogel_auerhuhn;Vögel;Fasanverwandte;Aürhuhn;Tetrao urogallus;;;
vogel_birkhuhn;Vögel;Fasanverwandte;Birkhuhn;Lyrurus tetrix;;;
vogel_alpenschneehuhn;Vögel;Fasanverwandte;Alpenschneehuhn;Lagopus muta;;;
vogel_steinhuhn;Vögel;Fasanverwandte;Steinhuhn;Alectoris graeca;;;
vogel_rebhuhn;Vögel;Fasanverwandte;Rebhuhn;Perdix perdix;;;
vogel_wachtel;Vögel;Fasanverwandte;Wachtel;Coturnix coturnix;;;
vogel_jagdfasan;Vögel;Fasanverwandte;Jagdfasan;Phasianus colchicus;;;
vogel_ringelgans;Vögel;Entenverwandte;Ringelgans;Branta bernicla;;;
vogel_rothalsgans;Vögel;Entenverwandte;Rothalsgans;Branta ruficollis;;;
vogel_kanadagans;Vögel;Entenverwandte;Kanadagans;Branta canadensis;;;
vogel_weisswangengans;Vögel;Entenverwandte;Weißwangengans;Branta leucopsis;;;
vogel_streifengans;Vögel;Entenverwandte;Streifengans;Anser indicus;;;
vogel_graugans;Vögel;Entenverwandte;Graugans;Anser anser;;;
vogel_waldsaatgans;Vögel;Entenverwandte;Waldsaatgans;Anser fabalis;;;
vogel_kurzschnabelgans;Vögel;Entenverwandte;Kurzschnabelgans;Anser brachyrhynchus;;;
vogel_tundrasaatgans;Vögel;Entenverwandte;Tundrasaatgans;Anser serrirostris;;;
vogel_blaessgans;Vögel;Entenverwandte;Blässgans;Anser albifrons;;;
vogel_zwerggans;Vögel;Entenverwandte;Zwerggans;Anser erythropus;;;
vogel_hoeckerschwan;Vögel;Entenverwandte;Höckerschwan;Cygnus olor;;;
vogel_zwergschwan;Vögel;Entenverwandte;Zwergschwan;Cygnus columbianus;;;
vogel_singschwan;Vögel;Entenverwandte;Singschwan;Cygnus cygnus;;;
vogel_nilgans;Vögel;Entenverwandte;Nilgans;Alopochen aegyptiaca;;;
vogel_brandgans;Vögel;Entenverwandte;Brandgans;Tadorna tadorna;;;
vogel_rostgans;Vögel;Entenverwandte;Rostgans;Tadorna ferruginea;;;
vogel_mandarinente;Vögel;Entenverwandte;Mandarinente;Aix galericulata;;;
vogel_knaekente;Vögel;Entenverwandte;Knäkente;Spatula querquedula;;;
vogel_blaufluegelente;Vögel;Entenverwandte;Blauflügelente;Spatula discors;;;
vogel_loeffelente;Vögel;Entenverwandte;Löffelente;Spatula clypeata;;;
vogel_schnatterente;Vögel;Entenverwandte;Schnatterente;Mareca strepera;;;
vogel_pfeifente;Vögel;Entenverwandte;Pfeifente;Mareca penelope;;;
vogel_kanadapfeifente;Vögel;Entenverwandte;Kanadapfeifente;Mareca americana;;;
vogel_stockente;Vögel;Entenverwandte;Stockente;Anas platyrhynchos;;;
vogel_spiessente;Vögel;Entenverwandte;Spießente;Anas acuta;;;
vogel_krickente;Vögel;Entenverwandte;Krickente;Anas crecca;;;
vogel_carolinakrickente;Vögel;Entenverwandte;Carolinakrickente;Anas carolinensis;;;
vogel_marmelente;Vögel;Entenverwandte;Marmelente;Marmaronetta angustirostris;;;
vogel_kolbenente;Vögel;Entenverwandte;Kolbenente;Netta rufina;;;
vogel_tafelente;Vögel;Entenverwandte;Tafelente;Aythya ferina;;;
vogel_moorente;Vögel;Entenverwandte;Moorente;Aythya nyroca;;;
vogel_ringschnabelente;Vögel;Entenverwandte;Ringschnabelente;Aythya collaris;;;
vogel_reiherente;Vögel;Entenverwandte;Reiherente;Aythya fuligula;;;
vogel_bergente;Vögel;Entenverwandte;Bergente;Aythya marila;;;
vogel_kanadabergente;Vögel;Entenverwandte;Kanadabergente;Aythya affinis;;;
vogel_scheckente;Vögel;Entenverwandte;Scheckente;Polysticta stelleri;;;
vogel_prachteiderente;Vögel;Entenverwandte;Prachteiderente;Somateria spectabilis;;;
vogel_eiderente;Vögel;Entenverwandte;Eiderente;Somateria mollissima;;;
vogel_kragenente;Vögel;Entenverwandte;Kragenente;Histrionicus histrionicus;;;
vogel_brillenente;Vögel;Entenverwandte;Brillenente;Melanitta perspicillata;;;
vogel_samtente;Vögel;Entenverwandte;Samtente;Melanitta fusca;;;
vogel_kamtschatkasamtente;Vögel;Entenverwandte;Kamtschatkasamtente;Melanitta stejnegeri;;;
vogel_trauerente;Vögel;Entenverwandte;Traürente;Melanitta nigra;;;
vogel_pazifiktrauerente;Vögel;Entenverwandte;Pazifiktraürente;Melanitta americana;;;
vogel_eisente;Vögel;Entenverwandte;Eisente;Clangula hyemalis;;;
vogel_schellente;Vögel;Entenverwandte;Schellente;Bucephala clangula;;;
vogel_spatelente;Vögel;Entenverwandte;Spatelente;Bucephala islandica;;;
vogel_zwergsaeger;Vögel;Entenverwandte;Zwergsäger;Mergellus albellus;;;
vogel_gaensesaeger;Vögel;Entenverwandte;Gänsesäger;Mergus merganser;;;
vogel_mittelsaeger;Vögel;Entenverwandte;Mittelsäger;Mergus serrator;;;
vogel_schwarzkopf-ruderente;Vögel;Entenverwandte;Schwarzkopf-Ruderente;Oxyura jamaicensis;;;
vogel_weisskopf-ruderente;Vögel;Entenverwandte;Weißkopf-Ruderente;Oxyura leucocephala;;;
vogel_nachtschwalbe;Vögel;Nachtschwalben;Nachtschwalbe;Caprimulgus europaeus;;;
vogel_pharaonennachtschwalbe;Vögel;Nachtschwalben;Pharaonennachtschwalbe;Caprimulgus aegyptius;;;
vogel_alpensegler;Vögel;Segler;Alpensegler;Tachymarptis melba;;;
vogel_mauersegler;Vögel;Segler;Maürsegler;Apus apus;;;
vogel_fahlsegler;Vögel;Segler;Fahlsegler;Apus pallidus;;;
vogel_pazifiksegler;Vögel;Segler;Pazifiksegler;Apus pacificus;;;
vogel_haussegler;Vögel;Segler;Haussegler;Apus affinis;;;
vogel_grosstrappe;Vögel;Trappen;Großtrappe;Otis tarda;;;
vogel_steppenkragentrappe;Vögel;Trappen;Steppenkragentrappe;Chlamydotis macqueenii;;;
vogel_haeherkuckuck;Vögel;Kuckucke;Häherkuckuck;Clamator glandarius;;;
vogel_schwarzschnabelkuckuck;Vögel;Kuckucke;Schwarzschnabelkuckuck;Coccyzus erythropthalmus;;;
vogel_kuckuck;Vögel;Kuckucke;Kuckuck;Cuculus canorus;;;
vogel_steppenflughuhn;Vögel;Flughühner;Steppenflughuhn;Syrrhaptes paradoxus;;;
vogel_sandflughuhn;Vögel;Flughühner;Sandflughuhn;Pterocles orientalis;;;
vogel_strassentaube;Vögel;Tauben;Straßentaube;Columba livia f. domestica;;;
vogel_hohltaube;Vögel;Tauben;Hohltaube;Columba oenas;;;
vogel_ringeltaube;Vögel;Tauben;Ringeltaube;Columba palumbus;;;
vogel_turteltaube;Vögel;Tauben;Turteltaube;Streptopelia turtur;;;
vogel_orientturteltaube;Vögel;Tauben;Orientturteltaube;Streptopelia orientalis;;;
vogel_tuerkentaube;Vögel;Tauben;Türkentaube;Streptopelia decaocto;;;
vogel_carolinataube;Vögel;Tauben;Carolinataube;Zenaida macroura;;;
vogel_wasserralle;Vögel;Rallen;Wasserralle;Rallus aquaticus;;;
vogel_wachtelkoenig;Vögel;Rallen;Wachtelkönig;Crex crex;;;
vogel_tuepfelsumpfhuhn;Vögel;Rallen;Tüpfelsumpfhuhn;Porzana porzana;;;
vogel_kleinsumpfhuhn;Vögel;Rallen;Kleinsumpfhuhn;Zapornia parva;;;
vogel_zwergsumpfhuhn;Vögel;Rallen;Zwergsumpfhuhn;Zapornia pusilla;;;
vogel_purpurhuhn;Vögel;Rallen;Purpurhuhn;Porphyrio porphyrio;;;
vogel_graukopf-purpurhuhn;Vögel;Rallen;Graukopf-Purpurhuhn;Porphyrio poliocephalus;;;
vogel_bronzesultanshuhn;Vögel;Rallen;Bronzesultanshuhn;Porphyrio alleni;;;
vogel_teichhuhn;Vögel;Rallen;Teichhuhn;Gallinula chloropus;;;
vogel_blaesshuhn;Vögel;Rallen;Blässhuhn;Fulica atra;;;
vogel_kanadakranich;Vögel;Kraniche;Kanadakranich;Antigone canadensis;;;
vogel_jungfernkranich;Vögel;Kraniche;Jungfernkranich;Grus virgo;;;
vogel_kranich;Vögel;Kraniche;Kranich;Grus grus;;;
vogel_zwergtaucher;Vögel;Lappentaucher;Zwergtaucher;Tachybaptus ruficollis;;;
vogel_bindentaucher;Vögel;Lappentaucher;Bindentaucher;Podilymbus podiceps;;;
vogel_rothalstaucher;Vögel;Lappentaucher;Rothalstaucher;Podiceps grisegena;;;
vogel_haubentaucher;Vögel;Lappentaucher;Haubentaucher;Podiceps cristatus;;;
vogel_ohrentaucher;Vögel;Lappentaucher;Ohrentaucher;Podiceps auritus;;;
vogel_schwarzhalstaucher;Vögel;Lappentaucher;Schwarzhalstaucher;Podiceps nigricollis;;;
vogel_rosaflamingo;Vögel;Flamingos;Rosaflamingo;Phoenicopterus roseus;;;
vogel_triel;Vögel;Triele;Triel;Burhinus oedicnemus;;;
vogel_austernfischer;Vögel;Austernfischer;Austernfischer;Haematopus ostralegus;;;
vogel_stelzenlaeufer;Vögel;Säbelschnäblerverwandte ;Stelzenläufer;Himantopus himantopus;;;
vogel_saebelschnaebler;Vögel;Säbelschnäblerverwandte ;Säbelschnäbler;Recurvirostra avosetta;;;
vogel_kiebitz;Vögel;Regenpfeiferverwandte;Kiebitz;Vanellus vanellus;;;
vogel_steppenkiebitz;Vögel;Regenpfeiferverwandte;Steppenkiebitz;Vanellus gregarius;;;
vogel_weissschwanzkiebitz;Vögel;Regenpfeiferverwandte;Weißschwanzkiebitz;Vanellus leucurus;;;
vogel_goldregenpfeifer;Vögel;Regenpfeiferverwandte;Goldregenpfeifer;Pluvialis apricaria;;;
vogel_tundra-goldregenpfeifer;Vögel;Regenpfeiferverwandte;Tundra-Goldregenpfeifer;Pluvialis fulva;;;
vogel_praerie-goldregenpfeifer;Vögel;Regenpfeiferverwandte;Prärie-Goldregenpfeifer;Pluvialis dominica;;;
vogel_kiebitzregenpfeifer;Vögel;Regenpfeiferverwandte;Kiebitzregenpfeifer;Pluvialis squatarola;;;
vogel_sandregenpfeifer;Vögel;Regenpfeiferverwandte;Sandregenpfeifer;Charadrius hiaticula;;;
vogel_flussregenpfeifer;Vögel;Regenpfeiferverwandte;Flussregenpfeifer;Charadrius dubius;;;
vogel_seeregenpfeifer;Vögel;Regenpfeiferverwandte;Seeregenpfeifer;Charadrius alexandrinus;;;
vogel_wuestenregenpfeifer;Vögel;Regenpfeiferverwandte;Wüstenregenpfeifer;Charadrius leschenaultii;;;
vogel_wermutregenpfeifer;Vögel;Regenpfeiferverwandte;Wermutregenpfeifer;Charadrius asiaticus;;;
vogel_mornellregenpfeifer;Vögel;Regenpfeiferverwandte;Mornellregenpfeifer;Charadrius morinellus;;;
vogel_praerielaeufer;Vögel;Schnepfenverwandte;Prärieläufer;Bartramia longicauda;;;
vogel_regenbrachvogel;Vögel;Schnepfenverwandte;Regenbrachvogel;Numenius phaeopus;;;
vogel_duennschnabel-brachvogel;Vögel;Schnepfenverwandte;Dünnschnabel-Brachvogel;Numenius tenuirostris;;;
vogel_brachvogel;Vögel;Schnepfenverwandte;Brachvogel;Numenius arquata;;;
vogel_pfuhlschnepfe;Vögel;Schnepfenverwandte;Pfuhlschnepfe;Limosa lapponica;;;
vogel_uferschnepfe;Vögel;Schnepfenverwandte;Uferschnepfe;Limosa limosa;;;
vogel_steinwaelzer;Vögel;Schnepfenverwandte;Steinwälzer;Arenaria interpres;;;
vogel_anadyrknutt;Vögel;Schnepfenverwandte;Anadyrknutt;Calidris tenuirostris;;;
vogel_knutt;Vögel;Schnepfenverwandte;Knutt;Calidris canutus;;;
vogel_kampflaeufer;Vögel;Schnepfenverwandte;Kampfläufer;Calidris pugnax;;;
vogel_sumpflaeufer;Vögel;Schnepfenverwandte;Sumpfläufer;Calidris falcinellus;;;
vogel_spitzschwanz-strandlaeufer;Vögel;Schnepfenverwandte;Spitzschwanz-Strandläufer;Calidris acuminata;;;
vogel_bindenstrandlaeufer;Vögel;Schnepfenverwandte;Bindenstrandläufer;Calidris himantopus;;;
vogel_sichelstrandlaeufer;Vögel;Schnepfenverwandte;Sichelstrandläufer;Calidris ferruginea;;;
vogel_temminckstrandlaeufer;Vögel;Schnepfenverwandte;Temminckstrandläufer;Calidris temminckii;;;
vogel_langzehen-strandlaeufer;Vögel;Schnepfenverwandte;Langzehen-Strandläufer;Calidris subminuta;;;
vogel_rotkehl-strandlaeufer;Vögel;Schnepfenverwandte;Rotkehl-Strandläufer;Calidris ruficollis;;;
vogel_sanderling;Vögel;Schnepfenverwandte;Sanderling;Calidris alba;;;
vogel_alpenstrandlaeufer;Vögel;Schnepfenverwandte;Alpenstrandläufer;Calidris alpina;;;
vogel_meerstrandlaeufer;Vögel;Schnepfenverwandte;Meerstrandläufer;Calidris maritima;;;
vogel_bairdstrandlaeufer;Vögel;Schnepfenverwandte;Bairdstrandläufer;Calidris bairdii;;;
vogel_zwergstrandlaeufer;Vögel;Schnepfenverwandte;Zwergstrandläufer;Calidris minuta;;;
vogel_wiesenstrandlaeufer;Vögel;Schnepfenverwandte;Wiesenstrandläufer;Calidris minutilla;;;
vogel_weissbuerzel-strandlaeufer;Vögel;Schnepfenverwandte;Weißbürzel-Strandläufer;Calidris fuscicollis;;;
vogel_graslaeufer;Vögel;Schnepfenverwandte;Grasläufer;Calidris subruficollis;;;
vogel_graubrust-strandlaeufer;Vögel;Schnepfenverwandte;Graubrust-Strandläufer;Calidris melanotos;;;
vogel_sandstrandlaeufer;Vögel;Schnepfenverwandte;Sandstrandläufer;Calidris pusilla;;;
vogel_tundraschlammlaeufer;Vögel;Schnepfenverwandte;Tundraschlammläufer;Limnodromus scolopaceus;;;
vogel_moorschlammlaeufer;Vögel;Schnepfenverwandte;Moorschlammläufer;Limnodromus griseus;;;
vogel_waldschnepfe;Vögel;Schnepfenverwandte;Waldschnepfe;Scolopax rusticola;;;
vogel_zwergschnepfe;Vögel;Schnepfenverwandte;Zwergschnepfe;Lymnocryptes minimus;;;
vogel_doppelschnepfe;Vögel;Schnepfenverwandte;Doppelschnepfe;Gallinago media;;;
vogel_bekassine;Vögel;Schnepfenverwandte;Bekassine;Gallinago gallinago;;;
vogel_terekwasserlaeufer;Vögel;Schnepfenverwandte;Terekwasserläufer;Xenus cinereus;;;
vogel_wilsonwassertreter;Vögel;Schnepfenverwandte;Wilsonwassertreter;Phalaropus tricolor;;;
vogel_odinshuehnchen;Vögel;Schnepfenverwandte;Odinshühnchen;Phalaropus lobatus;;;
vogel_thorshuehnchen;Vögel;Schnepfenverwandte;Thorshühnchen;Phalaropus fulicarius;;;
vogel_flussuferlaeufer;Vögel;Schnepfenverwandte;Flussuferläufer;Actitis hypoleucos;;;
vogel_drosseluferlaeufer;Vögel;Schnepfenverwandte;Drosseluferläufer;Actitis macularius;;;
vogel_waldwasserlaeufer;Vögel;Schnepfenverwandte;Waldwasserläufer;Tringa ochropus;;;
vogel_gelbschenkel;Vögel;Schnepfenverwandte;Gelbschenkel;Tringa flavipes;;;
vogel_rotschenkel;Vögel;Schnepfenverwandte;Rotschenkel;Tringa totanus;;;
vogel_teichwasserlaeufer;Vögel;Schnepfenverwandte;Teichwasserläufer;Tringa stagnatilis;;;
vogel_bruchwasserlaeufer;Vögel;Schnepfenverwandte;Bruchwasserläufer;Tringa glareola;;;
vogel_dunkelwasserlaeufer;Vögel;Schnepfenverwandte;Dunkelwasserläufer;Tringa erythropus;;;
vogel_gruenschenkel;Vögel;Schnepfenverwandte;Grünschenkel;Tringa nebularia;;;
vogel_rennvogel;Vögel;Brachschwalbenverwandte ;Rennvogel;Cursorius cursor;;;
vogel_rotfluegel-brachschwalbe;Vögel;Brachschwalbenverwandte ;Rotflügel-Brachschwalbe;Glareola pratincola;;;
vogel_schwarzfluegel-brachschwalbe;Vögel;Brachschwalbenverwandte ;Schwarzflügel-Brachschwalbe;Glareola nordmanni;;;
vogel_noddi;Vögel;Möwenverwandte;Noddi;Anous stolidus;;;
vogel_dreizehenmoewe;Vögel;Möwenverwandte;Dreizehenmöwe;Rissa tridactyla;;;
vogel_elfenbeinmoewe;Vögel;Möwenverwandte;Elfenbeinmöwe;Pagophila eburnea;;;
vogel_schwalbenmoewe;Vögel;Möwenverwandte;Schwalbenmöwe;Xema sabini;;;
vogel_duennschnabelmoewe;Vögel;Möwenverwandte;Dünnschnabelmöwe;Chroicocephalus genei;;;
vogel_bonapartemoewe;Vögel;Möwenverwandte;Bonapartemöwe;Chroicocephalus philadelphia;;;
vogel_lachmoewe;Vögel;Möwenverwandte;Lachmöwe;Chroicocephalus ridibundus;;;
vogel_zwergmoewe;Vögel;Möwenverwandte;Zwergmöwe;Hydrocoloeus minutus;;;
vogel_rosenmoewe;Vögel;Möwenverwandte;Rosenmöwe;Rhodostethia rosea;;;
vogel_aztekenmoewe;Vögel;Möwenverwandte;Aztekenmöwe;Leucophaeus atricilla;;;
vogel_praeriemoewe;Vögel;Möwenverwandte;Präriemöwe;Leucophaeus pipixcan;;;
vogel_korallenmoewe;Vögel;Möwenverwandte;Korallenmöwe;Ichthyaetus audouinii;;;
vogel_schwarzkopfmoewe;Vögel;Möwenverwandte;Schwarzkopfmöwe;Ichthyaetus melanocephalus;;;
vogel_fischmoewe;Vögel;Möwenverwandte;Fischmöwe;Ichthyaetus ichthyaetus;;;
vogel_sturmmoewe;Vögel;Möwenverwandte;Sturmmöwe;Larus canus;;;
vogel_ringschnabelmoewe;Vögel;Möwenverwandte;Ringschnabelmöwe;Larus delawarensis;;;
vogel_mantelmoewe;Vögel;Möwenverwandte;Mantelmöwe;Larus marinus;;;
vogel_eismoewe;Vögel;Möwenverwandte;Eismöwe;Larus hyperboreus;;;
vogel_polarmoewe;Vögel;Möwenverwandte;Polarmöwe;Larus glaucoides;;;
vogel_silbermoewe;Vögel;Möwenverwandte;Silbermöwe;Larus argentatus;;;
vogel_kanadamoewe;Vögel;Möwenverwandte;Kanadamöwe;Larus smithsonianus;;;
vogel_steppenmoewe;Vögel;Möwenverwandte;Steppenmöwe;Larus cachinnans;;;
vogel_mittelmeermoewe;Vögel;Möwenverwandte;Mittelmeermöwe;Larus michahellis;;;
vogel_heringsmoewe;Vögel;Möwenverwandte;Heringsmöwe;Larus fuscus;;;
vogel_lachseeschwalbe;Vögel;Möwenverwandte;Lachseeschwalbe;Gelochelidon nilotica;;;
vogel_raubseeschwalbe;Vögel;Möwenverwandte;Raubseeschwalbe;Hydroprogne caspia;;;
vogel_rueppellseeschwalbe;Vögel;Möwenverwandte;Rüppellseeschwalbe;Thalasseus bengalensis;;;
vogel_brandseeschwalbe;Vögel;Möwenverwandte;Brandseeschwalbe;Thalasseus sandvicensis;;;
vogel_schmuckseeschwalbe;Vögel;Möwenverwandte;Schmuckseeschwalbe;Thalasseus elegans;;;
vogel_zwergseeschwalbe;Vögel;Möwenverwandte;Zwergseeschwalbe;Sternula albifrons;;;
vogel_zuegelseeschwalbe;Vögel;Möwenverwandte;Zügelseeschwalbe;Onychoprion anaethetus;;;
vogel_russseeschwalbe;Vögel;Möwenverwandte;Rußseeschwalbe;Onychoprion fuscatus;;;
vogel_rosenseeschwalbe;Vögel;Möwenverwandte;Rosenseeschwalbe;Sterna dougallii;;;
vogel_flussseeschwalbe;Vögel;Möwenverwandte;Flussseeschwalbe;Sterna hirundo;;;
vogel_kuestenseeschwalbe;Vögel;Möwenverwandte;Küstenseeschwalbe;Sterna paradisaea;;;
vogel_weissbart-seeschwalbe;Vögel;Möwenverwandte;Weißbart-Seeschwalbe;Chlidonias hybrida;;;
vogel_weissfluegel-seeschwalbe;Vögel;Möwenverwandte;Weißflügel-Seeschwalbe;Chlidonias leucopterus;;;
vogel_trauerseeschwalbe;Vögel;Möwenverwandte;Traürseeschwalbe;Chlidonias niger;;;
vogel_skua;Vögel;Raubmöwen;Skua;Stercorarius skua;;;
vogel_spatelraubmoewe;Vögel;Raubmöwen;Spatelraubmöwe;Stercorarius pomarinus;;;
vogel_schmarotzerraubmoewe;Vögel;Raubmöwen;Schmarotzerraubmöwe;Stercorarius parasiticus;;;
vogel_falkenraubmoewe;Vögel;Raubmöwen;Falkenraubmöwe;Stercorarius longicaudus;;;
vogel_krabbentaucher;Vögel;Alke;Krabbentaucher;Alle alle;;;
vogel_dickschnabellumme;Vögel;Alke;Dickschnabellumme;Uria lomvia;;;
vogel_trottellumme;Vögel;Alke;Trottellumme;Uria aalge;;;
vogel_tordalk;Vögel;Alke;Tordalk;Alca torda;;;
vogel_gryllteiste;Vögel;Alke;Gryllteiste;Cepphus grylle;;;
vogel_papageitaucher;Vögel;Alke;Papageitaucher;Fratercula arctica;;;
vogel_sterntaucher;Vögel;Seetaucher;Sterntaucher;Gavia stellata;;;
vogel_prachttaucher;Vögel;Seetaucher;Prachttaucher;Gavia arctica;;;
vogel_eistaucher;Vögel;Seetaucher;Eistaucher;Gavia immer;;;
vogel_gelbschnabeltaucher;Vögel;Seetaucher;Gelbschnabeltaucher;Gavia adamsii;;;
vogel_buntfuss-sturmschwalbe;Vögel;Sturmschwalben;Buntfuß-Sturmschwalbe;Oceanites oceanicus;;;
vogel_schwarzbrauenalbatros;Vögel;Albatrosse;Schwarzbraünalbatros;Thalassarche melanophris;;;
vogel_sturmwellenlaeufer;Vögel;Wellenläufer;Sturmwellenläufer;Hydrobates pelagicus;;;
vogel_wellenlaeufer;Vögel;Wellenläufer;Wellenläufer;Oceanodroma leucorhoa;;;
vogel_eissturmvogel;Vögel;Sturmvögel;Eissturmvogel;Fulmarus glacialis;;;
vogel_sepiasturmtaucher;Vögel;Sturmvögel;Sepiasturmtaucher;Calonectris diomedea;;;
vogel_corysturmtaucher;Vögel;Sturmvögel;Corysturmtaucher;Calonectris borealis;;;
vogel_dunkelsturmtaucher;Vögel;Sturmvögel;Dunkelsturmtaucher;Ardenna grisea;;;
vogel_kappensturmtaucher;Vögel;Sturmvögel;Kappensturmtaucher;Ardenna gravis;;;
vogel_atlantiksturmtaucher;Vögel;Sturmvögel;Atlantiksturmtaucher;Puffinus puffinus;;;
vogel_balearensturmtaucher;Vögel;Sturmvögel;Balearensturmtaucher;Puffinus mauretanicus;;;
vogel_barolosturmtaucher;Vögel;Sturmvögel;Barolosturmtaucher;Puffinus baroli;;;
vogel_bulwersturmvogel;Vögel;Sturmvögel;Bulwersturmvogel;Bulweria bulwerii;;;
